"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"spotify:track:7weMJXfu8leOPWd4COj2Qp","Oh Bondage! Up Yours!","spotify:artist:5BgWMOdEUJYdUBH3WXfMWt","X-Ray Spex","black punk","42","76396","0.457","0.687","2","-7.872","1","0.0411","0.0182","0.0079","0.231","0.673","158.952","4","angry"
"spotify:track:5L3H63sBURBch3bUJ2acIJ","Teenage Whore","spotify:artist:5SHQUMAmEK5KmuSb0aDvsn","Hole","alternative rock","60","588561","0.104","0.77","5","-10.697","1","0.0438","0.000974","0.157","0.273","0.43","188.9","3","angry"
"spotify:track:5jqc7CaLxHadSTtusEhi8s","Bitch Theme","spotify:artist:3GTaO7e3uPaG0SJR7Hxy8L","Bratmobile","olympia wa indie","46","60434","0.329","0.952","1","-6.862","0","0.0686","0.0056","0.602","0.0702","0.298","155.313","4","angry"
"spotify:track:6RnIQtsHeCWSA9ILQgx6J1","Bad Ass Bitch","spotify:artist:3p3KAZ6zqhFkkH5ZdTuS5X","Lunachicks","power-pop punk","32","31871","0.288","0.968","9","-4.407","1","0.109","0.000164","0.00196","0.163","0.21","135.272","4","angry"
"spotify:track:4WvIi9hueuiDChICBM8rej","Lethal Lolita","spotify:artist:5leYQ5Go0WzslKsAoicGaO","Red Aunts","riot grrrl","26","8055","0.26","0.536","7","-11.579","1","0.0429","0.00122","2.59e-05","0.139","0.845","192.805","4","angry"
"spotify:track:7a6Dhd4897ZBnlkA9H6BYe","Supermodel - Superficial","spotify:artist:713dOrzih7UQvUmok0Hft4","Voodoo Queens","riot grrrl","19","1548","0.27","0.895","9","-10.527","1","0.0493","0.000917","0.877","0.356","0.608","154.247","4","angry"
"spotify:track:2sElL4pdDB9HReW1dCp6hH","Trophy Wifey","spotify:artist:5LqNtBKweePwvXgJ4BWWuA","Partyline","riot grrrl","22","4734","0.352","0.903","9","-5.912","1","0.0428","0.121","0.0","0.207","0.468","122.525","4","angry"
"spotify:track:1dEv8KfhvSrwwmIC38uFZ3","Fuck and Run (Remastered)","spotify:artist:2LXeJdQVcFkhkWydphLI74","Liz Phair","alternative pop","48","106021","0.774","0.729","2","-6.398","1","0.0331","0.564","0.0157","0.0966","0.963","136.219","4","angry"
"spotify:track:6YpI4sWbjUhVPdlpwYwCO6","Animal","spotify:artist:6rniTPs9zN26kYnkPdFl1U","Sir Chloe","indie pop","67","127274","0.494","0.457","7","-6.072","1","0.0306","0.407","1.43e-06","0.142","0.342","82.837","4","angry"
"spotify:track:0lg4uNTB754E7o1kOBu06K","real date","spotify:artist:38i6Mmxdca0hxDtlpswXxH","Insignificant Other","bubblegrunge","24","3452","0.413","0.68","4","-10.249","1","0.0549","0.00224","0.446","0.107","0.215","88.345","4","angry"
"spotify:track:4QCh2lsDQnGG2mh5zR72dQ","ANIMAL","spotify:artist:4wLIbcoqmqI4WZHDiBxeCB","Sleater-Kinney","alternative pop","48","177137","0.597","0.87","8","-3.805","1","0.0776","0.131","7.69e-05","0.076","0.724","154.075","4","angry"
"spotify:track:3DcPLPvsZPcFcYfMPMfh4e","I Want You to Want Me","spotify:artist:7E41j1yL9ZeTWfqe9bUGgw","Letters To Cleo","alternative pop","46","59017","0.489","0.755","5","-5.092","1","0.0708","0.0189","2.29e-05","0.0812","0.624","104.239","4","angry"
"spotify:track:0Z33KFAGut49bYtvHF9TWt","Cruel To Be Kind","spotify:artist:7E41j1yL9ZeTWfqe9bUGgw","Letters To Cleo","alternative pop","46","59017","0.542","0.902","4","-3.669","1","0.0577","0.0903","0.0","0.327","0.709","135.074","4","angry"
"spotify:track:2NBxGmbCTLArOiMyWEWsPE","I Threw Glass at My Friend's Eyes and Now I'm on Probation","spotify:artist:7KeN0XX71T4fGysIYLB5J5","Destroy Boys","indie pop","58","108459","0.457","0.943","1","-5.271","0","0.0768","0.216","0.000245","0.206","0.373","101.837","4","angry"
"spotify:track:1b0sV4coLmS3ri2kZjr98z","Tell Me It's Okay - Demo","spotify:artist:74XFHRwlV6OrjEM0A2NCMF","Paramore","candy pop","78","5604757","0.458","0.906","4","-4.291","1","0.219","0.0516","0.0","0.0955","0.592","158.076","4","angry"
"spotify:track:2tdmiZiMFi4XomWsluhVrS","Get Wise","spotify:artist:56SPltF4GyJJEXWKQmcTDV","Internet Friends","na","8","405","0.44","0.789","4","-7.745","0","0.0287","0.0135","0.453","0.144","0.898","164.934","4","angry"
"spotify:track:7xwQQFE2sujoxValiZrkm4","Cruel to Be Kind","spotify:artist:7E41j1yL9ZeTWfqe9bUGgw","Letters To Cleo","alternative pop","46","59017","0.539","0.903","4","-3.5","1","0.0549","0.0885","0.0","0.271","0.693","135.128","4","angry"
"spotify:track:5zEayn7wuZCKmh5dLDB9tN","2x2","spotify:artist:6QhdyISn8fmch9ULKyqUoH","Divine Sweater","na","35","1178","0.519","0.78","2","-7.358","1","0.0379","0.0101","0.0011","0.377","0.701","145.933","4","angry"
"spotify:track:2z5LG9pXrouLrzhdhqrVwl","White Boy","spotify:artist:0gvHPdYxlU94W7V5MSIlFe","Bikini Kill","indie punk","50","207749","0.494","0.897","4","-7.753","1","0.0607","0.00124","0.0168","0.215","0.703","129.805","4","angry"
"spotify:track:0J01Oyc3oHAJqcLHCQ5QTG","Ladylike / WHATTA BITCH","spotify:artist:67WNUxmM7y4WzHPAVzBu3E","The Regrettes","indie pop","56","180884","0.298","0.905","11","-3.041","0","0.188","0.0147","0.0","0.275","0.316","144.665","4","angry"
"spotify:track:6hzalkXXhxxvEFY0gXj8ZV","On Thin Ice","spotify:artist:3bfSaJqEYosPcdoCN06G3P","Pinkshift","na","35","6451","0.402","0.69","5","-5.625","0","0.0537","7.62e-06","0.191","0.0722","0.706","140.021","4","angry"
"spotify:track:3Jc1Sbezdt4b5aZFlJ4euR","Womanarchist","spotify:artist:226ZwHRFmxyMqgXCoEkUbq","Bad Cop, Bad Cop","na","39","31565","0.482","0.944","2","-5.111","1","0.0632","1.39e-05","2.29e-06","0.0578","0.496","107.496","4","angry"
"spotify:track:0lIAJkyVBkmXq4Vz0BN0cc","Because I'm Awesome","spotify:artist:1TrzTUgWQlVRkoVGR0L7jy","The Dollyrots","candy pop","36","18342","0.584","0.849","0","-2.969","1","0.0284","1.76e-05","0.194","0.791","0.615","140.004","4","angry"
"spotify:track:0GxbglYySl18aZDIaGu1RU","I'm Yer Dad","spotify:artist:0yrzVTuk6PgF51NYgfgKXe","GRLwood","indie pop","60","145793","0.551","0.953","0","-4.695","1","0.17","0.0106","0.474","0.118","0.176","128.462","4","angry"
"spotify:track:04w73SmPfQkkmEpKbcrHOL","Heaven Knows","spotify:artist:2R57sY41L9XvGPiIgHOaYq","The Pretty Reckless","alternative metal","64","985578","0.543","0.815","2","-3.712","1","0.0439","0.078","0.0","0.21","0.579","83.992","4","angry"
"spotify:track:3i6qNxyVgIdUZTTi5m25EM","Bitch","spotify:artist:2QmLFuIDtNDmmJY3OtvinN","Meredith Brooks","lilith","53","70679","0.617","0.886","9","-5.953","1","0.055","0.0112","9.63e-05","0.0523","0.629","96.328","4","angry"
"spotify:track:7awwIaVm0PwncU0lIYbIjV","Juswanna","spotify:artist:3GTaO7e3uPaG0SJR7Hxy8L","Bratmobile","olympia wa indie","46","60434","0.496","0.914","0","-5.828","1","0.0813","0.109","0.361","0.274","0.332","96.462","4","angry"
"spotify:track:0MAior6fZ9hfPgzjphQLXk","Boys Wanna Be Her","spotify:artist:1gkSl4XpHIHI4I1WQbfXOE","Peaches","alternative dance","49","176273","0.775","0.513","2","-3.863","1","0.098","0.159","1.44e-06","0.0815","0.711","139.036","4","angry"
"spotify:track:5292YAWpSCjru7I7zhoQzJ","Supermodel","spotify:artist:16BoY9HfrtxVodHVdgad07","Jill Sobule","ectofolk","31","7191","0.524","0.799","7","-7.808","1","0.0362","1.69e-05","0.00436","0.249","0.55","115.197","4","angry"
"spotify:track:0s1AJpOokiTy1UMG4D4iPn","Age of Consent (New Order)","spotify:artist:5yC8tl2VVpS4HO758L0lSc","Cayetana","bubblegrunge","36","30144","0.465","0.851","7","-6.194","1","0.0325","0.135","0.694","0.109","0.381","157.807","4","angry"
"spotify:track:5dfDYizNZT5aL99pOxkRDC","Rock N Roll","spotify:artist:5eTq3PxbOh5vgeRXKNqPyV","The Runaways","early us punk","54","227483","0.85","0.714","2","-9.634","1","0.209","0.164","2.24e-06","0.037","0.929","134.62","4","angry"
"spotify:track:7cb6cHPJwvxPZRZ3ZKCzfl","Fucked Up World","spotify:artist:2R57sY41L9XvGPiIgHOaYq","The Pretty Reckless","alternative metal","64","985578","0.588","0.941","1","-3.691","1","0.103","3.48e-05","1.19e-05","0.0833","0.384","127.976","4","angry"
"spotify:track:5lhr2B6oV284j7nGQOrHah","Alive","spotify:artist:2HXAeGHwrBsAmBC2YnZ3PW","Maggie Gently","na","21","414","0.425","0.689","2","-11.691","1","0.0431","0.0317","0.00928","0.171","0.678","77.139","4","angry"
"spotify:track:4ZEoKm8xT64ki3BYmuSnje","Bad Bitch","spotify:artist:0iqaZVmBEEmjk5FcoEOPVv","Peach Club","east anglia indie","18","3138","0.349","0.524","11","-9.215","0","0.0512","6.23e-05","0.394","0.0702","0.618","169.969","4","angry"
"spotify:track:1iUBNLLmZnBAjgkHysEv37","i'm gonna tell my therapist on you","spotify:artist:3bfSaJqEYosPcdoCN06G3P","Pinkshift","na","35","6451","0.408","0.904","8","-4.29","1","0.0499","0.000318","0.274","0.0634","0.4","95.03","4","angry"
"spotify:track:5nRycmwn5Q412z4d0Zzo30","Backup Kitty","spotify:artist:19d2RgOFn2xAlWSMqyT81r","Zombie Sundae","na","4","65","0.501","0.886","1","-6.375","1","0.0716","0.000247","0.0","0.0559","0.402","145.02","4","angry"
"spotify:track:2RZvxAxTKATcv0H5WPqtWG","Tranquility","spotify:artist:2HXAeGHwrBsAmBC2YnZ3PW","Maggie Gently","na","21","414","0.459","0.61","4","-10.875","1","0.0369","0.0309","0.000561","0.651","0.808","159.99","4","angry"
"spotify:track:63nOeaEjt7AfVAun0UAAjY","Rat","spotify:artist:4YB8NKJEm4c1L2SBS9wWoh","Mone","na","12","1043","0.634","0.735","3","-7.733","1","0.0402","0.0649","2.75e-06","0.216","0.549","105.02","3","angry"
"spotify:track:0d5VtVSvXg6nxQITh7iv7m","Cat Flag","spotify:artist:6joR0UelHRJedIhdB1PI89","Grow Rich","indonesian emo","23","487","0.322","0.911","7","-6.956","1","0.122","0.000117","0.848","0.0531","0.432","149.831","4","angry"
"spotify:track:3d03YkbKaOT6h7Qdtim9Qa","Drive Me Home","spotify:artist:02pPaeR5f4rjByzv2KKbGe","Indigo Boulevard","na","21","403","0.31","0.464","4","-8.221","1","0.0314","0.0585","5.93e-06","0.123","0.202","149.751","4","angry"
"spotify:track:7JbDNxrXD46uB46uzBBkjS","Quiet Company","spotify:artist:5Hj1Ruo2XFStWYvu2DCX1j","Abigail Ory","na","22","538","0.568","0.428","6","-10.63","1","0.0671","0.0574","0.0","0.137","0.365","150.032","4","angry"
"spotify:track:5i7ThJfYLAzp2DyZuFpF6j","Heart Of Glass (Live from the iHeart Festival)","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","dance pop","91","13528447","0.58","0.908","4","-5.303","1","0.0341","0.000335","4.84e-05","0.087","0.427","115.016","4","angry"
"spotify:track:38KnGApPKzMi920Grouoij","Snake","spotify:artist:4er5NZNuc83Cev96LA28ID","Halflives","pixie","42","15190","0.423","0.552","8","-6.062","1","0.0757","0.123","0.000474","0.075","0.219","176.062","4","angry"
"spotify:track:6qWG7dpOSs5dfgJ7d35am5","Calypso","spotify:artist:6P7kkhED6EPrfoZuxz20Fo","Spiderbait","australian alternative rock","53","96058","0.383","0.739","9","-6.841","1","0.0345","0.0034","0.218","0.1","0.306","92.879","3","angry"
"spotify:track:61a0LXQA7wJ64CGzttDaN9","Crybaby","spotify:artist:7KeN0XX71T4fGysIYLB5J5","Destroy Boys","indie pop","58","108459","0.416","0.944","1","-2.485","1","0.0394","0.000302","0.0","0.306","0.624","97.018","4","angry"
"spotify:track:4hTctq4PxrW9qrX1tCDdTR","Poor Boy","spotify:artist:67WNUxmM7y4WzHPAVzBu3E","The Regrettes","indie pop","56","180884","0.606","0.704","0","-4.615","1","0.0519","0.0292","6.79e-06","0.105","0.686","106.96","4","angry"
"spotify:track:1L1eNrSGZAZxQUCpa8vtvi","Talking Myself in Circles","spotify:artist:0qqxspZOkbN00bu6DaRIrn","Four Year Strong","alternative emo","55","198632","0.559","0.926","10","-2.676","1","0.0467","6.51e-05","5.69e-05","0.106","0.716","101.005","4","angry"
"spotify:track:4vuOsSTuu7PTv43qwRyQDY","La biche et le charognard","spotify:artist:5bdYPMK2KCKXmWunHHiRN0","Tagada Jones","french punk","44","39962","0.51","0.989","5","-3.124","0","0.101","0.000818","0.0","0.355","0.523","95.009","4","angry"
"spotify:track:1oBFfQhQ94n8dNhL3yb9bd","BITE BACK","spotify:artist:1B0155rdv175D1tQ8VH7Oy","FEVER 333","la indie","58","173685","0.545","0.998","8","-3.645","1","0.234","0.0192","0.0","0.877","0.142","129.992","4","angry"
"spotify:track:7rPQyZgkxzLHAUQhYl29aX","The Disease","spotify:artist:30sqtiTKIb1oDve0SdYayT","Anti-Flag","melodic hardcore","58","334119","0.573","0.927","2","-4.905","1","0.051","8.15e-05","0.0","0.935","0.583","124.944","4","angry"
"spotify:track:2H6txWVNy08LZYGmkHU511","Talking to Myself","spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA","Sleeping With Sirens","modern rock","67","1771364","0.647","0.983","7","-1.936","1","0.136","0.000648","6.4e-05","0.293","0.609","124.971","4","angry"
"spotify:track:7gqrAOn2NiDFfaSmApOYNO","FEELING FINE","spotify:artist:3jPUAhZngU2sEwsDm7Um6B","DREGG","australian post-hardcore","26","3838","0.227","0.948","1","-5.242","1","0.0569","2.73e-05","0.0659","0.171","0.451","88.398","4","angry"
"spotify:track:6F6VIAmrqiXgeAXycoHOs4","The War On Christmas Is Over (If You Buy It)","spotify:artist:30sqtiTKIb1oDve0SdYayT","Anti-Flag","melodic hardcore","58","334119","0.5","0.999","10","0.573","0","0.0847","0.00185","0.0","0.1","0.178","99.974","4","angry"
"spotify:track:0ekwoTVG7R2SOOgpLz5wI7","Sacrifice Zone","spotify:artist:3Z7G3294SudmdNtcYSaVJg","American Slang","na","17","853","0.177","0.969","6","-6.191","1","0.178","0.0052","1.36e-05","0.182","0.194","160.648","4","angry"
"spotify:track:1RNPJPzixqVMv1oOhtOeLA","Rot","spotify:artist:6A7uqgC2N1nUhrCLAytHxN","PUP","alternative emo","57","177401","0.284","0.96","8","-5.077","0","0.123","0.00229","6.05e-06","0.321","0.308","170.039","4","angry"
"spotify:track:7Hnwy6iB4pScx2QKCPyhTg","In Spite of Ourselves","spotify:artist:2nAKP6etu8wXNnezKXgqgg","Viagra Boys","stockholm indie","53","69029","0.517","0.732","4","-7.988","0","0.0371","0.00138","0.117","0.555","0.452","140.475","4","angry"
"spotify:track:0oQd05phIIwtArG1o2cT1T","The Sky Can Fall on Us","spotify:artist:2o8W6N7UkMBsAeVmyRYW4Y","Dirty Fonzy","french punk","15","845","0.477","0.916","2","-3.607","1","0.0405","0.000496","0.0633","0.169","0.476","92.47","4","angry"
"spotify:track:739PZq7vljYry4Hz5wL7Mx","I Beg To Differ (This Will Get Better)","spotify:artist:08yf5A2nS4XEeNvabDXqyg","Billy Talent","alternative metal","68","988232","0.501","0.992","4","-2.137","0","0.157","0.000225","1.02e-06","0.308","0.157","146.968","4","angry"
"spotify:track:352s3lxFuWqTuP9p1wjbdo","Keep on Chasing","spotify:artist:20oQv3LStCKCjI9oQ0JNha","Less Than Jake","modern ska punk","59","273292","0.483","0.95","2","-4.123","1","0.245","0.00787","0.0","0.0589","0.476","174.047","4","angry"
"spotify:track:6XX4PADNEozJ7jg1Gzqkqw","Transparent","spotify:artist:6n5DUGtIWYMurrtVt7IdZr","Elwood Stray","german post-hardcore","30","3730","0.479","0.977","7","-4.262","1","0.108","0.000185","0.0","0.394","0.387","139.957","4","angry"
"spotify:track:4OrdgE8U42KmuQhNFbaS2f","Rabbit Hole","spotify:artist:2tZaXwpCHEhoVEBQuRI4vu","False Heads","english indie rock","31","12743","0.442","0.95","9","-3.47","1","0.0818","0.0142","0.0","0.202","0.348","111.119","4","angry"
"spotify:track:7vUeM6Bftbd4wBSml0KffV","Burn It Down","spotify:artist:1Tsag5J854qxeOo2apszug","Silverstein","canadian post-hardcore","64","492233","0.447","0.966","0","-4.279","0","0.0999","0.000217","0.0","0.0876","0.499","164.106","4","angry"
"spotify:track:4PWnRUho07d2U1taM5E0JH","Burn Out","spotify:artist:3CEoOZvSF5AEd9pTed1Hg4","The Dead Krazukies","na","20","465","0.452","0.961","4","-4.009","0","0.0739","1.66e-05","0.00981","0.341","0.764","159.965","4","angry"
"spotify:track:1Fa7HO1JHC20Fcv0wTTDTQ","Bullhead","spotify:artist:0w2KUuMj7dvP8dV4tzoltd","The Rumjacks","celtic punk","52","105232","0.576","0.951","11","-2.795","0","0.0357","0.00104","0.000101","0.304","0.961","132.054","4","angry"
"spotify:track:5RDCND3o9XN2yyoRy6pZUX","Brakeless","spotify:artist:0nq64XZMWV1s7XHXIkdH7K","The Wonder Years","alternative emo","57","214841","0.527","0.96","2","-5.278","1","0.0694","0.0001","0.0016","0.118","0.459","92.713","4","angry"
"spotify:track:2QK5ayuJAa8XEVCdwXbfh1","Organic Organic Organic (Go Fuck Yourself)","spotify:artist:5sdxGvwxI1TkTA6Pu2jnTb","Refused","hardcore punk","57","153488","0.738","0.565","0","-5.885","0","0.0389","0.00502","8.67e-06","0.0703","0.806","102.001","4","angry"
"spotify:track:3FY9oOrD3IEwrci5emPeVp","Thee Critical Beatdown","spotify:artist:5KCph1z3jaSwhtwPzoYp6i","Body Count","alternative metal","51","185035","0.339","0.977","8","-1.762","1","0.309","9.5e-05","2.73e-06","0.336","0.255","175.74","4","angry"
"spotify:track:5UmHneYq5165Xpff7THbwM","Born On The Outs","spotify:artist:5sdxGvwxI1TkTA6Pu2jnTb","Refused","hardcore punk","57","153488","0.615","0.821","9","-6.422","0","0.0647","0.00918","0.0193","0.219","0.391","125.039","4","angry"
"spotify:track:67IJKxcW3LeJ2cclMdumKd","Heard That Sound","spotify:artist:0rT0FGXbu6AbRy4pgScYpa","Hitch & Go","canadian pop punk","19","947","0.277","0.959","5","-3.282","1","0.0458","3.71e-05","0.0111","0.411","0.494","196.046","4","angry"
"spotify:track:04XjMCR9EiZeKIrR0LZcjq","Sonderland","spotify:artist:2TM0qnbJH4QPhGMCdPt7fH","Neck Deep","modern rock","66","505048","0.503","0.882","4","-4.768","1","0.0395","0.000324","0.000122","0.246","0.431","91.013","4","angry"
"spotify:track:3707JCg368dfwEnevPlqpr","SENSE AGAIN","spotify:artist:0AlnGjlLLXglk9hnwErYDU","Ocean Grove","australian metalcore","47","35394","0.369","0.933","1","-3.373","0","0.067","2.51e-05","9.23e-05","0.341","0.35","140.015","4","angry"
"spotify:track:6FOktD0ZXPpXdGQDHgEdrJ","Substitute","spotify:artist:4S2yOnmsWW97dT87yVoaSZ","NOFX","punk","64","773973","0.421","0.718","9","-5.64","0","0.0459","0.00258","0.0","0.225","0.838","180.232","4","angry"
"spotify:track:6PM5Y0C4dL4wXApx3NRAFz","Sink to The Hell","spotify:artist:1GVRgPtEC6sZFqvItIk3eg","Terror","hardcore","48","116648","0.387","0.912","2","-4.721","1","0.04","0.000102","0.11","0.154","0.588","179.859","4","angry"
"spotify:track:0xEZiloHiaaQpAO06vI37Y","Yes I Can","spotify:artist:4vTTRvwORrfvMOUb3OOUTy","Shelter","hardcore","34","22079","0.484","0.927","7","-4.887","0","0.0907","0.0019","0.0","0.113","0.428","97.482","4","angry"
"spotify:track:61ZogLQgpqUfG9eZEUryhA","Fantasising","spotify:artist:3SGLeWc7J5Ve0CinAOrb3a","Skegss","australian garage punk","59","155313","0.176","0.962","5","-3.139","1","0.103","1.66e-05","0.522","0.321","0.425","153.951","4","angry"
"spotify:track:7oXIbtib1VHQAJCvuSg3rx","Wallflower","spotify:artist:7sVQKNtdP2NylxMgbNOJMM","Goldfinger","pop punk","62","301586","0.515","0.942","2","-4.131","1","0.0718","0.000254","0.000192","0.0932","0.707","95.009","4","angry"
"spotify:track:1AIupzggY0baSINn6oKUQx","Terminal Boy","spotify:artist:7IPyXY4ZHkuvQY1ny8TnMQ","Bad Nerves","action rock","37","4861","0.433","0.911","7","-6.046","1","0.0803","5.54e-06","0.000683","0.393","0.385","102.509","4","angry"
"spotify:track:38m83uvVMK4GqaugFiqXby","Do You Need Me to Remind You? - single edit","spotify:artist:3seAlZdPsUKKveZltRG7wi","Greg Puciato","electronic rock","40","12938","0.528","0.914","2","-5.032","1","0.042","3.82e-05","0.000668","0.0798","0.341","89.981","4","angry"
"spotify:track:6B6fuvS6d6lGa1fMSQyJia","Getting Over It","spotify:artist:6HxNJuxe4WHa1XQMLryIjG","COUNTERFEIT.","na","38","54837","0.406","0.986","10","-3.662","0","0.14","0.000288","0.0","0.261","0.423","168.068","4","angry"
"spotify:track:4r5UeXSuzhUeO1Rc4BMizi","My Mom's On OnlyFans","spotify:artist:5Zh5ZiQ9QJXoGAzc0qiWmh","Dead Bundy","na","25","585","0.297","0.972","7","-1.802","1","0.112","0.000779","0.0","0.346","0.631","195.712","4","angry"
"spotify:track:53aOyCo6QfjrAQ1gF0A3Xi","The Bells","spotify:artist:5rWh48V4824rLBdMja6sO8","Strike Anywhere","emo","41","44706","0.367","0.962","7","-4.076","1","0.0672","0.00068","0.000974","0.131","0.614","88.613","4","angry"
"spotify:track:3VZZgqgrmQrWXeDKTL8Jgw","20/20","spotify:artist:5ABfpj7Z00wfPiv2uW4MFm","Knuckle Puck","alternative emo","55","150103","0.186","0.959","1","-2.669","1","0.0683","2.06e-05","0.00644","0.108","0.613","160.519","4","angry"
"spotify:track:2jqVcXHUurtT8UmKiqAdO2","Fever Dream","spotify:artist:1cSpfa4Un4NCOzeOKgGtG9","MxPx","christian punk","53","173162","0.574","0.802","6","-7.222","1","0.0733","0.000883","0.0","0.276","0.835","147.96","4","angry"
"spotify:track:1O7OpqBszspYUMNl64A52O","Lifeline","spotify:artist:7oT6vt8H3q7kA24sicjFzO","Man Overboard","alternative emo","44","98645","0.46","0.973","4","-3.369","1","0.153","0.0304","0.0","0.324","0.146","94.043","4","angry"
"spotify:track:6cgvDaA67bTBkmWwOePGx7","Small Talk","spotify:artist:0G2ShWwCGT5aGubowNDk2N","The Dead Love","australian garage punk","34","5133","0.539","0.981","2","-2.464","1","0.0467","4.05e-05","0.0","0.151","0.568","93.978","4","angry"
"spotify:track:1IDXMPwfJkopt7nqzboW3K","Ville Ecarlate","spotify:artist:426KN9saXtrcrZzu2ySfhx","Influence Néfaste","na","2","15","0.259","0.931","0","-2.188","1","0.125","0.000706","9.86e-06","0.0992","0.594","149.87","4","angry"
"spotify:track:54zZji8zl0U8U4BK4FQ69H","Cucaracha","spotify:artist:2KIWKzkuz5AX8k5UTk86yH","It It Anita","belgian indie","16","3289","0.433","0.988","2","-5.202","1","0.0648","2.34e-06","0.397","0.246","0.28","101.985","4","angry"
"spotify:track:7pUlglBuQy798j07VtUrbj","Awkward Always","spotify:artist:31v7ijnAMVL9V7Uzr1sFcI","The Suicide Machines","melodic hardcore","48","75642","0.572","0.989","7","-3.213","1","0.0538","0.000523","0.00118","0.613","0.609","97.126","4","angry"
"spotify:track:0lJUNhE2LAPlrsdvuNIat8","Not Ok","spotify:artist:3CKpFibQUpWRorEYFxLNJn","Two Trains Left","na","24","993","0.404","0.952","0","-4.443","1","0.0736","0.000419","0.0","0.435","0.308","99.78","4","angry"
"spotify:track:6jjsvz1cxRDU1rlW9Kkv5Z","Broken Dreams, Inc.","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","chicago hardcore","73","2252383","0.324","0.976","1","-5.231","1","0.12","0.000113","0.0","0.293","0.463","166.939","4","angry"
"spotify:track:2mnO1oLxW6oiL45Jsk6Acu","Pas la peine","spotify:artist:5udREH1WTD1lhBsTRdKAfO","MSS FRNCE","na","12","263","0.348","0.812","7","-4.643","1","0.0362","5.64e-05","0.422","0.501","0.464","99.567","4","angry"
"spotify:track:3fXXyjAkQODrjGovKmwpM6","Apartment","spotify:artist:4GrNmRQLgOZ95lNSTn9iIZ","Division Of Laura Lee","swedish garage rock","21","3305","0.247","0.894","2","-6.003","1","0.0774","3.07e-05","0.0205","0.172","0.35","166.199","4","angry"
"spotify:track:2sUwcUVuaD9BpAxwuK4VCO","Himalaya","spotify:artist:4ghjRm4M2vChDfTUycx0Ce","New Found Glory","easycore","62","623989","0.402","0.907","4","-5.156","0","0.187","7.93e-05","4.94e-05","0.0907","0.44","145.115","4","angry"
"spotify:track:4VQJ2EROhC6aTe72oZCdG0","36 Barrels","spotify:artist:1YczG6BNjM9XAnw64RqnXi","The Real McKenzies","canadian celtic","52","101926","0.354","0.972","8","-6.118","1","0.0866","8.17e-05","9.18e-05","0.109","0.494","184.973","4","angry"
"spotify:track:19cXEcwR9Z8uuEnxBWHEVe","Hands Tied","spotify:artist:5VKmfBc2pR80IxYoC1gHyH","Like Pacific","alternative emo","37","34667","0.366","0.977","11","-3.392","1","0.129","0.00155","0.0","0.178","0.284","179.923","4","angry"
"spotify:track:2YsiDsuISoRBU4pc0AFe6u","I'm The Man","spotify:artist:2WOMBqEsllg2ICn7D2L8ta","Jehnny Beth","chamber psych","44","12451","0.294","0.692","0","-4.139","1","0.052","0.125","0.00498","0.452","0.164","74.979","4","angry"
"spotify:track:0GSCAqCsmp7OVUWwC6sSgT","Psycho","spotify:artist:3r1XkJ7vCs8kHBSzGvPLdP","slowthai","hip hop","68","276950","0.676","0.742","9","-5.404","1","0.134","0.00687","3.43e-05","0.158","0.188","135.906","4","angry"
"spotify:track:6mBvYNIyJyYQHSqpuqXeaC","Void","spotify:artist:58WFmcqNmejE2IpVIna43o","Algiers","atlanta indie","36","46346","0.263","0.988","6","-6.348","0","0.164","0.000672","0.0","0.146","0.107","70.285","4","angry"
"spotify:track:5gvX0DMGHgfAtEHjoiA14y","Don't Talk","spotify:artist:2si2sAhw5R07hoOtOQWr0B","Guru","brighton indie","9","676","0.505","0.879","11","-3.975","0","0.0925","0.0161","0.0","0.146","0.6","94.018","4","angry"
"spotify:track:0c1zRfBgDeBh23EP7FCuTS","Late Nights Alone","spotify:artist:2H7XxLNntS7NmnaeRIdG6d","Backseat Vinyl","na","18","1160","0.415","0.832","2","-6.052","1","0.0293","0.000192","0.016","0.204","0.377","170.077","3","angry"
"spotify:track:57bwUWzNzutIbTb2tPBi7G","Applause","spotify:artist:6iz8wBqVdpqDeZ2JjEjLWN","anorak.","german punk rock","7","1173","0.609","0.838","0","-6.739","1","0.175","0.000981","1.11e-06","0.0442","0.714","148.025","4","angry"
"spotify:track:6ODltn5SP2zM7oV26xj63X","Sucker For Punishment","spotify:artist:5kdYrM3h2sB1Eid5tDf6Hk","Alex Lahey","australian garage punk","46","60426","0.386","0.962","9","-4.879","0","0.127","1.37e-05","0.000409","0.339","0.549","153.089","4","angry"
"spotify:track:14103ZsvK5kwfdPtnyoUaL","Poisonous Reptilian Colleagues & Co","spotify:artist:1CWZiTsKKZkVHUMD789rwu","Yammerer","na","3","442","0.225","0.984","7","-2.348","1","0.065","4.77e-05","0.000583","0.276","0.292","106.275","4","angry"
"spotify:track:01s1bKgpQm5JxuhVJSMf7T","Don't Ask Me Twice","spotify:artist:4vAQ4M7vgItwBtmBTgRu48","Porridge Radio","art pop","47","27970","0.478","0.883","7","-5.247","1","0.0493","0.0031","0.0024","0.111","0.581","88.826","4","angry"
